name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc001bzk.3	chr1	+	36335408	36389899	36358173	36385208	19	36335408,36354027,36358157,36358697,36359274,36359637,36359915,36360722,36367074,36367548,36367804,36372535,36379442,36379784,36380948,36383193,36383922,36384655,36385099,	36335504,36354211,36358278,36358879,36359411,36359772,36360003,36360870,36367194,36367671,36367938,36372720,36379602,36379875,36381143,36383328,36384024,36384855,36389899,	Q9UL18	uc001bzk.3
uc001bzl.3	chr1	+	36348809	36389899	36349022	36385208	19	36348809,36354027,36358157,36358697,36359274,36359637,36359915,36360722,36367074,36367548,36367804,36372535,36379442,36379784,36380948,36383193,36383922,36384655,36385099,	36349047,36354211,36358278,36358879,36359411,36359772,36360003,36360870,36367194,36367671,36367938,36372720,36379602,36379875,36381143,36383328,36384024,36384855,36389899,	Q9UL18	uc001bzl.3
uc009vuy.3	chr1	+	36360722	36389899	36360722	36360722	10	36360722,36372535,36379442,36379784,36380948,36383193,36383547,36383922,36384655,36385099,	36360870,36372720,36379602,36379875,36381143,36383328,36383671,36384024,36384855,36389899,		uc009vuy.3
uc001bzm.1	chr1	+	36391432	36395210	36391432	36391432	1	36391432,	36395210,		uc001bzm.1
uc001bzn.1	chr1	+	36396318	36449010	36397027	36448253	7	36396318,36396829,36411292,36432555,36437624,36438975,36448221,	36396399,36397046,36411464,36432676,36437833,36439112,36449010,	Q5TA56	uc001bzn.1
uc001bzp.3	chr1	+	36396682	36522063	36397027	36521346	19	36396682,36411292,36432555,36437624,36438975,36469941,36474290,36474497,36475075,36479230,36479515,36492714,36499774,36501777,36505390,36505907,36509047,36520546,36521237,	36397046,36411464,36432676,36437833,36439112,36470076,36474378,36474645,36475195,36479353,36479649,36492899,36499934,36501868,36505585,36506042,36509149,36520746,36522063,	Q9H9G7	uc001bzp.3
uc001bzq.3	chr1	+	36396682	36522063	36469985	36521346	17	36396682,36411292,36437624,36469941,36474290,36474497,36475075,36479230,36479515,36492714,36499774,36501777,36505390,36505907,36509047,36520546,36521237,	36397046,36411464,36437833,36470076,36474378,36474645,36475195,36479353,36479649,36492899,36499934,36501868,36505585,36506042,36509149,36520746,36522063,	NP_803171	uc001bzq.3
uc001bzr.3	chr1	+	36549675	36553876	36550522	36553787	10	36549675,36550470,36550763,36551436,36552304,36552531,36552804,36553039,36553328,36553573,	36549750,36550678,36550889,36551642,36552448,36552646,36552912,36553183,36553408,36553876,	Q9UIF3	uc001bzr.3
uc001bzs.3	chr1	+	36549944	36553876	36551436	36553787	10	36549944,36550470,36550763,36551305,36552304,36552531,36552804,36553039,36553328,36553573,	36550111,36550678,36550889,36551642,36552448,36552646,36552912,36553183,36553408,36553876,	Q9UIF3	uc001bzs.3
uc001bzt.3	chr1	+	36554452	36559533	36554505	36558987	6	36554452,36556844,36557218,36557510,36558022,36558697,	36554716,36556941,36557426,36557695,36558123,36559533,	Q9NX46	uc001bzt.3
uc001bzv.2	chr1	-	36560843	36565850	36563169	36565843	2	36560843,36565650,	36565088,36565850,	P25067	uc001bzv.2
uc001bzw.2	chr1	-	36560843	36565850	36563169	36565086	2	36560843,36565795,	36565088,36565850,	P25067	uc001bzw.2
uc031pls.1	chr1	-	36602169	36615115	36602803	36614979	5	36602169,36603396,36605320,36605669,36614937,	36602923,36603579,36605444,36605767,36615115,	NP_001257823	uc031pls.1
uc001bzx.4	chr1	-	36602169	36615115	36602803	36614979	5	36602169,36603396,36605320,36605669,36614937,	36602923,36603579,36605420,36605767,36615115,	O43617	uc001bzx.4
uc031plt.1	chr1	-	36602169	36615115	36602803	36614979	3	36602169,36603396,36614937,	36602923,36603579,36615115,	NP_001257826	uc031plt.1
uc031plu.1	chr1	-	36602169	36615115	36602803	36605671	5	36602169,36603396,36605320,36605669,36614692,	36602923,36603579,36605420,36605767,36615115,	NP_001257825	uc031plu.1
uc031plv.1	chr1	-	36602169	36615115	36602169	36602169	2	36602169,36614937,	36602923,36615115,		uc031plv.1
uc031plw.1	chr1	-	36602169	36615115	36602803	36603567	3	36602169,36603396,36614692,	36602923,36603579,36615115,	O43617	uc031plw.1
uc031plx.1	chr1	-	36602169	36621654	36602803	36605671	5	36602169,36603396,36605320,36605669,36621483,	36602923,36603579,36605420,36605767,36621654,	NP_001257825	uc031plx.1
uc001bzz.3	chr1	+	36621802	36646441	36622018	36645859	17	36621802,36636571,36637113,36638064,36638964,36640498,36641799,36642297,36643473,36644019,36644285,36644521,36644862,36645112,36645266,36645474,36645848,	36622064,36636916,36637182,36638228,36639079,36640609,36642182,36642443,36643802,36644197,36644424,36644626,36644916,36645158,36645357,36645668,36646441,	Q3KQU3	uc001bzz.3
uc001caa.3	chr1	+	36621802	36646441	36622018	36645859	18	36621802,36636571,36637113,36638064,36638964,36640498,36641799,36642018,36642297,36643473,36644019,36644285,36644521,36644862,36645115,36645266,36645474,36645848,	36622064,36636916,36637182,36638228,36639079,36640609,36641922,36642182,36642443,36643802,36644197,36644424,36644626,36644916,36645158,36645357,36645668,36646441,	Q3KQU3-4	uc001caa.3
uc001cab.3	chr1	+	36621802	36646441	36622018	36645859	16	36621802,36636571,36637113,36638064,36638964,36641799,36642297,36643473,36644019,36644285,36644521,36644862,36645115,36645266,36645474,36645848,	36622064,36636916,36637182,36638228,36639079,36642182,36642443,36643802,36644197,36644424,36644626,36644916,36645158,36645357,36645668,36646441,	Q3KQU3-2	uc001cab.3
uc001cac.3	chr1	+	36638064	36646441	36641849	36645859	14	36638064,36638964,36640498,36641799,36642297,36643473,36644019,36644285,36644521,36644862,36645115,36645266,36645474,36645848,	36638228,36639079,36640609,36642182,36642443,36643802,36644197,36644424,36644626,36644916,36645158,36645357,36645668,36646441,	Q6NX58	uc001cac.3
uc001cad.3	chr1	+	36643069	36646441	36643158	36645859	10	36643069,36643473,36644046,36644285,36644521,36644862,36645115,36645266,36645474,36645848,	36643175,36643802,36644197,36644424,36644626,36644916,36645158,36645357,36645668,36646441,	Q3KQU3-3	uc001cad.3
uc001cae.4	chr1	+	36690016	36770957	36748164	36769618	12	36690016,36724982,36748133,36751968,36754660,36756974,36758198,36759451,36762183,36766486,36767153,36769396,	36690106,36725085,36748301,36752871,36755365,36757147,36758310,36759536,36762371,36766685,36767297,36770957,	Q9Y2W1	uc001cae.4
uc001caf.4	chr1	+	36690016	36770957	36748164	36769618	13	36690016,36690571,36724982,36748133,36751968,36754660,36756974,36758198,36759451,36762183,36766486,36767153,36769396,	36690106,36690703,36725085,36748301,36752871,36755365,36757147,36758310,36759536,36762371,36766685,36767297,36770957,	Q9Y2W1	uc001caf.4
uc001cag.1	chr1	+	36704347	36755365	36748164	36755363	5	36704347,36724982,36748133,36751968,36754660,	36704464,36725085,36748301,36752871,36755365,	Q9Y2W1	uc001cag.1
uc010oia.1	chr1	+	36771993	36787379	36772021	36786728	16	36771993,36772198,36772442,36772767,36773117,36773370,36773518,36773709,36773989,36775148,36784671,36784860,36785042,36785275,36786515,36786656,	36772025,36772356,36772506,36772886,36773208,36773426,36773564,36773810,36774076,36775191,36784765,36784913,36785137,36786399,36786579,36787379,	J3KQM5	uc010oia.1
uc010oib.1	chr1	+	36772707	36787379	36772874	36786728	13	36772707,36773117,36773370,36773518,36773709,36773989,36775148,36784671,36784860,36785042,36785275,36786515,36786656,	36772886,36773208,36773426,36773564,36773810,36774076,36775191,36784765,36784913,36785137,36786399,36786579,36787379,	A4FU49-3	uc010oib.1
uc010oic.1	chr1	+	36772707	36790484	36772707	36772707	12	36772707,36773117,36773370,36773989,36775148,36784671,36785275,36786515,36786656,36787324,36787967,36789540,	36772886,36773208,36773426,36774076,36775191,36784765,36786399,36786579,36786810,36787379,36788265,36790484,		uc010oic.1
uc009vuz.1	chr1	+	36784671	36786399	36785326	36786397	3	36784671,36784860,36785275,	36784765,36784913,36786399,	A4FU49	uc009vuz.1
uc001cai.1	chr1	-	36787631	36788849	36787895	36788638	2	36787631,36788571,	36788326,36788849,	Q9NVM1	uc001cai.1
uc001caj.1	chr1	-	36787631	36789755	36787895	36788638	3	36787631,36788571,36789493,	36788326,36788668,36789755,	Q9NVM1	uc001caj.1
uc001cak.1	chr1	-	36805224	36851485	36807355	36826933	12	36805224,36808964,36809460,36809720,36814300,36819964,36820806,36823839,36824337,36826821,36833448,36851323,	36807574,36809049,36809580,36809865,36814416,36820017,36821034,36823983,36824423,36826941,36833685,36851485,	Q8N2I9	uc001cak.1
uc001cal.1	chr1	-	36805224	36851485	36807355	36826933	11	36805224,36808964,36809460,36809720,36814300,36819964,36820806,36823839,36824337,36826821,36851323,	36807574,36809049,36809580,36809865,36814416,36820017,36821034,36823983,36824438,36826941,36851485,	Q8N2I9-4	uc001cal.1
uc001cam.1	chr1	-	36805224	36851485	36807355	36826933	11	36805224,36808964,36809460,36809720,36814300,36819964,36820806,36823839,36824337,36826821,36851323,	36807574,36809049,36809580,36809865,36814416,36820017,36821034,36823983,36824423,36826941,36851485,	Q8N2I9	uc001cam.1
uc001can.1	chr1	-	36805230	36826941	36808799	36826933	9	36805230,36809460,36809720,36814300,36819964,36820806,36823839,36824337,36826821,	36809049,36809580,36809865,36814416,36820017,36821034,36823983,36824423,36826941,	Q8N2I9-3	uc001can.1
uc001cao.1	chr1	-	36859030	36863493	36859358	36859730	2	36859030,36863367,	36859754,36863493,	Q969L4	uc001cao.1
uc021olj.1	chr1	-	36859358	36859730	36859358	36859730	1	36859358,	36859730,	Q969L4	uc021olj.1
uc001caq.3	chr1	-	36883506	36916086	36883739	36915970	10	36883506,36884591,36886076,36887750,36888368,36888963,36897402,36898022,36904356,36915858,	36883856,36884655,36886216,36887820,36888497,36889067,36897483,36898190,36904511,36916086,	Q8WVF1-3	uc001caq.3
uc021olk.1	chr1	-	36886076	36916086	36886078	36915970	9	36886076,36887750,36888368,36888963,36897402,36898022,36904356,36909604,36915858,	36886216,36887820,36888497,36889067,36897483,36898190,36904511,36909634,36916086,	Q8WVF1	uc021olk.1
uc001car.3	chr1	-	36893900	36916086	36893920	36915970	5	36893900,36897402,36898022,36904356,36915858,	36894076,36897483,36898190,36904511,36916086,	Q8WVF1-4	uc001car.3
uc001cas.2	chr1	-	36921361	36930040	36921388	36929876	8	36921361,36921787,36923523,36926292,36926864,36927688,36929406,36929746,	36921526,36921979,36923582,36926377,36926913,36927764,36929451,36930040,	P82914	uc001cas.2
uc001cav.2	chr1	-	36931643	36948915	36931696	36945097	18	36931643,36932221,36932830,36933158,36933422,36933675,36934756,36935252,36937033,36937666,36937838,36938117,36939035,36939364,36940977,36945033,36947078,36948411,	36931801,36932428,36932912,36933252,36933563,36933822,36934858,36935441,36937247,36937740,36937992,36938287,36939223,36939488,36941274,36945117,36947138,36948915,	Q99062-4	uc001cav.2
uc001caw.2	chr1	-	36931643	36948915	36931957	36945097	17	36931643,36932830,36933158,36933422,36933675,36934756,36935252,36937033,36937666,36937838,36938117,36939035,36939364,36940977,36945033,36947078,36948411,	36932428,36932912,36933252,36933563,36933822,36934858,36935441,36937247,36937740,36937992,36938287,36939223,36939488,36941274,36945117,36947138,36948915,	Q99062	uc001caw.2
uc001cax.2	chr1	-	36931643	36948915	36931957	36945097	17	36931643,36932830,36933158,36933422,36933675,36934756,36935252,36937033,36937666,36937838,36938117,36939035,36939364,36940977,36945033,36947078,36948411,	36932509,36932912,36933252,36933563,36933822,36934858,36935441,36937247,36937740,36937992,36938287,36939223,36939488,36941274,36945117,36947138,36948915,	Q99062-3	uc001cax.2
uc001caz.2	chr1	-	37261127	37499844	37267451	37499709	16	37261127,37270587,37271704,37282660,37285336,37291203,37307336,37315911,37319215,37324708,37325444,37335348,37337788,37346234,37356520,37499594,	37267646,37270838,37271927,37282878,37285455,37291427,37307540,37316025,37319323,37324852,37325618,37335402,37337970,37346492,37356697,37499844,	Q13003	uc001caz.2
uc001cba.1	chr1	-	37270218	37499844	37270533	37499709	15	37270218,37271704,37282660,37285336,37291203,37307336,37315911,37319215,37324708,37325444,37335348,37337788,37346234,37356520,37499594,	37270838,37271927,37282878,37285455,37291427,37307540,37316025,37319323,37324852,37325618,37335402,37337970,37346492,37356697,37499844,	A9Z1Z8	uc001cba.1
uc021oll.1	chr1	+	37627163	37627235	37627163	37627163	1	37627163,	37627235,		uc021oll.1
uc021olm.1	chr1	-	37920479	37940044	37920479	37920479	3	37920479,37921967,37939744,	37921513,37922060,37940044,		uc021olm.1
uc001cbb.4	chr1	+	37940118	37949978	37941097	37949212	6	37940118,37941059,37945890,37947201,37948034,37948337,	37940230,37941540,37946030,37947436,37948141,37949978,	Q5D1E8	uc001cbb.4
uc001cbc.1	chr1	+	37945750	37949976	37947429	37949212	3	37945750,37947201,37948034,	37946030,37947436,37949976,	B3KSD3	uc001cbc.1
uc001cbd.2	chr1	-	37955560	37979867	37959699	37979163	6	37955560,37961485,37967404,37974878,37975055,37979023,	37959708,37961519,37967597,37974924,37975143,37979867,	B1AK63	uc001cbd.2
uc009vvd.2	chr1	-	37955560	37980420	37955560	37955560	9	37955560,37961485,37962307,37967404,37970733,37974878,37975055,37979023,37980257,	37959708,37961519,37962337,37967597,37970822,37974924,37975143,37979139,37980420,		uc009vvd.2
uc001cbh.2	chr1	-	37955560	37980420	37955560	37955560	9	37955560,37961485,37962147,37962307,37967404,37974878,37975055,37979023,37980257,	37959708,37961519,37962205,37962337,37967597,37974924,37975143,37979139,37980420,		uc001cbh.2
uc001cbe.2	chr1	-	37955560	37980420	37959699	37980347	8	37955560,37961485,37962307,37967404,37974878,37975055,37979023,37980257,	37959708,37961519,37962337,37967597,37974924,37975143,37979139,37980420,	Q9HAF1-3	uc001cbe.2
uc031ply.1	chr1	-	37955560	37980420	37955560	37955560	8	37955560,37961485,37962147,37967404,37974878,37975055,37979023,37980257,	37959708,37961519,37962205,37967597,37974924,37975143,37979139,37980420,		uc031ply.1
uc001cbg.2	chr1	-	37955560	37980420	37959699	37980347	7	37955560,37961485,37967404,37974878,37975055,37979023,37980257,	37959708,37961519,37967597,37974924,37975143,37979139,37980420,	Q9HAF1	uc001cbg.2
uc031plz.1	chr1	-	37955560	37980420	37959369	37980347	6	37955560,37967404,37974878,37975055,37979023,37980257,	37959415,37967597,37974924,37975143,37979139,37980420,	B1AK64	uc031plz.1
uc031pma.1	chr1	-	37966535	37966595	37966535	37966535	1	37966535,	37966595,		uc031pma.1
uc001cbi.4	chr1	-	38000049	38019945	38003348	38019830	4	38000049,38005757,38018245,38019606,	38003613,38006356,38018348,38019945,	Q8TAD8	uc001cbi.4
uc010oid.3	chr1	-	38000049	38019945	38000049	38000049	4	38000049,38005757,38018292,38019606,	38003613,38006084,38018348,38019945,		uc010oid.3
uc001cbj.3	chr1	+	38022519	38032458	38022529	38030662	6	38022519,38023203,38024927,38027157,38027681,38030626,	38022676,38023349,38025097,38027336,38027846,38032458,	NP_003453	uc001cbj.3
uc010oie.3	chr1	+	38022519	38032458	38023330	38030662	5	38022519,38023203,38027157,38027681,38030626,	38022676,38023349,38027336,38027846,38032458,	B4DHN6	uc010oie.3
uc001cbk.3	chr1	-	38032412	38061586	38032455	38061423	16	38032412,38033273,38033875,38034451,38039943,38040265,38041195,38042028,38047823,38048378,38049467,38052911,38056306,38058312,38059362,38061359,	38032608,38033365,38033958,38034903,38040057,38040424,38041300,38042157,38047937,38048537,38049534,38053096,38056446,38058407,38059447,38061586,	Q13823	uc001cbk.3
uc010oif.1	chr1	-	38042028	38061586	38042028	38053003	9	38042028,38047823,38048378,38049467,38052911,38056350,38058312,38059362,38061359,	38042157,38047937,38048537,38049534,38053096,38056446,38058407,38059447,38061586,	B4DPI9	uc010oif.1
uc009vve.2	chr1	-	38049175	38061586	38049528	38061423	5	38049175,38056306,38058312,38059362,38061359,	38049534,38056446,38058407,38059447,38061586,		uc009vve.2
uc001cbl.2	chr1	-	38076950	38100595	38078426	38095333	9	38076950,38077420,38079375,38079855,38082155,38095239,38097515,38097958,38100237,	38077348,38078593,38079564,38080005,38082347,38095621,38097694,38098025,38100595,	Q2MKA7	uc001cbl.2
uc009vvf.2	chr1	-	38076950	38100595	38078426	38095573	8	38076950,38077420,38079375,38079855,38082155,38095560,38097958,38100237,	38077348,38078593,38079564,38080005,38082347,38095621,38098025,38100595,	Q2MKA7-2	uc009vvf.2
uc001cbm.2	chr1	-	38076950	38100595	38078426	38095333	8	38076950,38077420,38079375,38079855,38082155,38095239,38097958,38100237,	38077348,38078593,38079564,38080005,38082347,38095621,38098025,38100595,	Q2MKA7	uc001cbm.2
uc009vvg.2	chr1	-	38076950	38100595	38078426	38095333	7	38076950,38077420,38079855,38082155,38095239,38097958,38100237,	38077348,38078593,38080005,38082347,38095621,38098025,38100595,	Q2MKA7-3	uc009vvg.2
uc001cbn.3	chr1	-	38147241	38149148	38147241	38147241	2	38147241,38148990,	38148832,38149148,		uc001cbn.3
uc010oig.2	chr1	-	38147241	38156175	38148794	38156070	5	38147241,38148990,38151944,38155277,38155887,	38148832,38149109,38152124,38155558,38156175,	B7Z9X8	uc010oig.2
uc001cbo.3	chr1	-	38147241	38156175	38148794	38156070	5	38147241,38148990,38151944,38155277,38155887,	38148832,38149109,38152124,38155555,38156175,	B4DRQ5	uc001cbo.3
uc001cbp.3	chr1	-	38147241	38156192	38148794	38155552	5	38147241,38148990,38151944,38155277,38156005,	38148832,38149109,38152124,38155555,38156192,	Q9NX04	uc001cbp.3
uc031pmb.1	chr1	-	38147242	38149864	38149413	38149734	1	38147242,	38149864,		uc031pmb.1
uc001cbq.1	chr1	-	38151944	38157888	38152005	38155552	5	38151944,38155329,38156005,38157130,38157701,	38152124,38155555,38156110,38157253,38157888,	Q9NX04-2	uc001cbq.1
uc001cbr.4	chr1	+	38158072	38175391	38158362	38174038	11	38158072,38158347,38158576,38161581,38164576,38166107,38167425,38168923,38171112,38172649,38173993,	38158250,38158456,38158705,38161622,38164649,38166193,38167490,38169019,38171239,38172736,38175391,	Q53HL2	uc001cbr.4
uc001cbs.4	chr1	+	38158072	38175391	38158362	38174038	10	38158072,38158576,38161581,38164576,38166107,38167425,38168923,38171112,38172649,38173993,	38158456,38158705,38161622,38164649,38166193,38167490,38169019,38171239,38172736,38175391,	Q53HL2	uc001cbs.4
